time,cutoff_1,weight_1,cutoff_2,weight_2
0.0,-0.009999999999999787,0.5545278592308309,-0.009999999999999787,0.44537944206906876
0.01,-0.009999999999999787,0.5545278592308309,-0.009999999999999787,0.44537944206906876
0.02,-0.009999999999999787,0.5545278592308309,-0.009999999999999787,0.44537944206906876
0.03,-0.009999999999999787,0.5545278592308309,0.010000000000000231,0.44537944206906876
0.04,0.010000000000000231,0.5545278592308309,0.010000000000000231,0.44537944206906876
0.05,0.010000000000000231,0.5545278592308309,0.010000000000000231,0.44537944206906876
0.06,0.010000000000000231,0.5545278592308309,0.010000000000000231,0.44537944206906876
0.07,0.010000000000000231,0.5545278592308309,0.010000000000000231,0.44537944206906876
0.08,0.03000000000000025,0.5545278592308309,0.03000000000000025,0.44537944206906876
0.09,0.03000000000000025,0.5545278592308309,0.03000000000000025,0.44537944206906876
0.1,0.03000000000000025,0.5545278592308309,0.03000000000000025,0.44537944206906876
0.11,0.03000000000000025,0.5545278592308309,0.03000000000000025,0.44537944206906876
0.12,0.03000000000000025,0.5545278592308309,0.03000000000000025,0.44537944206906876
0.13,0.050000000000000266,0.5545278592308309,0.050000000000000266,0.44537944206906876
0.14,0.050000000000000266,0.5545278592308309,0.050000000000000266,0.44537944206906876
0.15,0.050000000000000266,0.5545278592308309,0.050000000000000266,0.44537944206906876
0.16,0.050000000000000266,0.5545278592308309,0.050000000000000266,0.44537944206906876
0.17,0.07000000000000028,0.5545278592308309,0.07000000000000028,0.44537944206906876
0.18,0.07000000000000028,0.5545278592308309,0.07000000000000028,0.44537944206906876
0.19,0.07000000000000028,0.5545278592308309,0.07000000000000028,0.44537944206906876
0.2,0.07000000000000028,0.5545278592308309,0.07000000000000028,0.44537944206906876
0.21,0.07000000000000028,0.5545278592308309,0.07000000000000028,0.44537944206906876
0.22,0.0900000000000003,0.5545278592308309,0.0900000000000003,0.44537944206906876
0.23,0.0900000000000003,0.5545278592308309,0.0900000000000003,0.44537944206906876
0.24,0.0900000000000003,0.5545278592308309,0.0900000000000003,0.44537944206906876
0.25,0.0900000000000003,0.5545278592308309,0.0900000000000003,0.44537944206906876
0.26,0.11000000000000032,0.5545278592308309,0.11000000000000032,0.44537944206906876
0.27,0.11000000000000032,0.5545278592308309,0.11000000000000032,0.44537944206906876
0.28,0.11000000000000032,0.5545278592308309,0.11000000000000032,0.44537944206906876
0.29,0.11000000000000032,0.5545278592308309,0.11000000000000032,0.44537944206906876
0.3,0.11000000000000032,0.5545278592308309,0.13000000000000034,0.44537944206906876
0.31,0.13000000000000034,0.5545278592308309,0.13000000000000034,0.44537944206906876
0.32,0.13000000000000034,0.5545278592308309,0.13000000000000034,0.44537944206906876
0.33,0.13000000000000034,0.5545278592308309,0.13000000000000034,0.44537944206906876
0.34,0.13000000000000034,0.5545278592308309,0.13000000000000034,0.44537944206906876
0.35000000000000003,0.15000000000000036,0.5545278592308309,0.15000000000000036,0.44537944206906876
0.36,0.15000000000000036,0.5545278592308309,0.15000000000000036,0.44537944206906876
0.37,0.15000000000000036,0.5545278592308309,0.15000000000000036,0.44537944206906876
0.38,0.15000000000000036,0.5545278592308309,0.15000000000000036,0.44537944206906876
0.39,0.16999999999999993,0.5545278592308309,0.16999999999999993,0.44537944206906876
0.4,0.16999999999999993,0.5545278592308309,0.16999999999999993,0.44537944206906876
0.41000000000000003,0.16999999999999993,0.5545278592308309,0.16999999999999993,0.44537944206906876
0.42,0.16999999999999993,0.5545278592308309,0.16999999999999993,0.44537944206906876
0.43,0.16999999999999993,0.5545278592308309,0.18999999999999995,0.44537944206906876
0.44,0.18999999999999995,0.5545278592308309,0.18999999999999995,0.44537944206906876
0.45,0.18999999999999995,0.5545278592308309,0.18999999999999995,0.44537944206906876
0.46,0.18999999999999995,0.5545278592308309,0.18999999999999995,0.44537944206906876
0.47000000000000003,0.18999999999999995,0.5545278592308309,0.18999999999999995,0.44537944206906876
0.48,0.20999999999999996,0.5545278592308309,0.20999999999999996,0.44537944206906876
0.49,0.20999999999999996,0.5545278592308309,0.20999999999999996,0.44537944206906876
0.5,0.20999999999999996,0.5545278592308309,0.20999999999999996,0.44537944206906876
0.51,0.20999999999999996,0.5545278592308309,0.20999999999999996,0.44537944206906876
0.52,0.22999999999999998,0.5545278592308309,0.22999999999999998,0.44537944206906876
0.53,0.22999999999999998,0.5545278592308309,0.22999999999999998,0.44537944206906876
0.54,0.22999999999999998,0.5545278592308309,0.22999999999999998,0.44537944206906876
0.55,0.22999999999999998,0.5545278592308309,0.22999999999999998,0.44537944206906876
0.56,0.22999999999999998,0.5545278592308309,0.22999999999999998,0.44537944206906876
0.5700000000000001,0.25,0.5545278592308309,0.25,0.44537944206906876
0.58,0.25,0.5545278592308309,0.25,0.44537944206906876
0.59,0.25,0.5545278592308309,0.25,0.44537944206906876
0.6,0.25,0.5545278592308309,0.25,0.44537944206906876
0.61,0.25,0.5545278592308309,0.25,0.44537944206906876
0.62,0.27,0.5545278592308309,0.27,0.44537944206906876
0.63,0.27,0.5545278592308309,0.27,0.44537944206906876
0.64,0.27,0.5545278592308309,0.27,0.44537944206906876
0.65,0.27,0.5545278592308309,0.27,0.44537944206906876
0.66,0.27,0.5545278592308309,0.27,0.44537944206906876
0.67,0.27,0.5545278592308309,0.27,0.44537944206906876
0.68,0.27,0.5545278592308309,0.27,0.44537944206906876
0.6900000000000001,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.7000000000000001,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.71,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.72,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.73,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.74,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.75,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.76,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.77,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.78,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.79,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.8,0.29000000000000004,0.5545278592308309,0.29000000000000004,0.44537944206906876
0.81,0.27,0.5545278592308309,0.27,0.44537944206906876
0.8200000000000001,0.27,0.5545278592308309,0.27,0.44537944206906876
0.8300000000000001,0.27,0.5545278592308309,0.27,0.44537944206906876
0.84,0.25,0.5545278592308309,0.25,0.44537944206906876
0.85,0.25,0.5545278592308309,0.25,0.44537944206906876
0.86,0.25,0.5545278592308309,0.25,0.44537944206906876
0.87,0.22999999999999998,0.5545278592308309,0.22999999999999998,0.44537944206906876
0.88,0.20999999999999996,0.5545278592308309,0.20999999999999996,0.44537944206906876
0.89,0.20999999999999996,0.5545278592308309,0.20999999999999996,0.44537944206906876
0.9,0.18999999999999995,0.5545278592308309,0.18999999999999995,0.44537944206906876
0.91,0.16999999999999993,0.5545278592308309,0.16999999999999993,0.44537944206906876
0.92,0.15000000000000036,0.5545278592308309,0.15000000000000036,0.44537944206906876
0.93,0.13000000000000034,0.5545278592308309,0.13000000000000034,0.44537944206906876
0.9400000000000001,0.11000000000000032,0.5545278592308309,0.11000000000000032,0.44537944206906876
0.9500000000000001,0.0900000000000003,0.5545278592308309,0.0900000000000003,0.44537944206906876
0.96,0.07000000000000028,0.5545278592308309,0.07000000000000028,0.44537944206906876
0.97,0.03000000000000025,0.5545278592308309,0.03000000000000025,0.44537944206906876
0.98,0.010000000000000231,0.5545278592308309,0.010000000000000231,0.44537944206906876
0.99,-0.009999999999999787,0.5545278592308309,-0.009999999999999787,0.44537944206906876
