x,terminal_intensity,tail_intensity,marginal_pivotal_value
-4.859999999999999,0.0,4.125498279958376,0.0
-4.84,0.0,4.125498279958376,0.0
-4.82,0.0,4.125498279958376,0.0
-4.8,0.0,4.125498279958376,0.0
-4.78,0.0,4.125498279958376,0.0
-4.76,0.0,4.125498279958376,0.0
-4.74,0.0,4.125498279958376,0.0
-4.72,0.0,4.125498279958376,0.0
-4.7,0.0,4.125498279958376,0.0
-4.68,0.0,4.125498279958376,0.0
-4.66,0.0,4.125498279958376,0.0
-4.64,0.0,4.125498279958376,0.0
-4.62,0.0,4.125498279958376,0.0
-4.6,0.0,4.125498279958376,0.0
-4.58,0.0,4.125498279958376,0.0
-4.5600000000000005,0.0,4.125498279958376,0.0
-4.54,0.0,4.125498279958376,0.0
-4.52,0.0,4.125498279958376,0.0
-4.5,0.0,4.125498279958376,0.0
-4.48,0.0,4.125498279958376,0.0
-4.46,0.0,4.125498279958376,0.0
-4.4399999999999995,0.0,4.125498279958376,0.0
-4.42,0.0,4.125498279958376,0.0
-4.4,0.0,4.125498279958376,0.0
-4.38,0.0,4.125498279958376,0.0
-4.359999999999999,0.0,4.125498279958376,0.0
-4.34,0.0,4.125498279958376,0.0
-4.32,0.0,4.125498279958376,0.0
-4.3,0.0,4.125498279958376,0.0
-4.28,0.0,4.125498279958376,0.0
-4.26,0.0,4.125498279958376,0.0
-4.24,0.0,4.125498279958376,0.0
-4.22,0.0,4.125498279958376,0.0
-4.2,0.0,4.125498279958376,0.0
-4.18,0.0,4.125498279958376,0.0
-4.16,0.0,4.125498279958376,0.0
-4.14,0.0,4.125498279958376,0.0
-4.12,0.0,4.125498279958376,0.0
-4.1,0.0,4.125498279958376,0.0
-4.08,0.0,4.125498279958376,0.0
-4.0600000000000005,0.0,4.125498279958376,0.0
-4.04,0.0,4.125498279958376,0.0
-4.02,0.0,4.125498279958376,0.0
-4.0,0.0,4.125498279958376,0.0
-3.98,0.0,4.125498279958376,0.0
-3.96,0.0,4.125498279958376,0.0
-3.94,0.0,4.125498279958376,0.0
-3.92,0.0,4.125498279958376,0.0
-3.9,0.0,4.125498279958376,0.0
-3.88,0.0,4.125498279958376,0.0
-3.86,0.0,4.125498279958376,0.0
-3.84,0.0,4.125498279958376,0.0
-3.82,0.0,4.125498279958376,0.0
-3.8,0.0,4.125498279958376,0.0
-3.78,0.0,4.125498279958376,0.0
-3.76,0.0,4.125498279958376,0.0
-3.7399999999999998,0.0,4.125498279958376,0.0
-3.7199999999999998,0.0,4.125498279958376,0.0
-3.6999999999999997,0.0,4.125498279958376,0.0
-3.68,0.0,4.125498279958376,0.0
-3.66,0.0,4.125498279958376,0.0
-3.64,0.0,4.125498279958376,0.0
-3.62,0.0,4.125498279958376,0.0
-3.6,0.0,4.125498279958376,0.0
-3.58,0.0,4.125498279958376,0.0
-3.56,0.0,4.125498279958376,0.0
-3.54,0.0,4.125498279958376,0.0
-3.52,0.0,4.125498279958376,0.0
-3.5,0.0,4.125498279958376,0.0
-3.48,0.0,4.125498279958376,0.0
-3.46,0.0,4.125498279958376,0.0
-3.44,0.0,4.125498279958376,0.0
-3.42,0.0,4.125498279958376,0.0
-3.4,0.0,4.125498279958376,0.0
-3.38,0.0,4.125498279958376,0.0
-3.36,0.0,4.125498279958376,0.0
-3.34,0.0,4.125498279958376,0.0
-3.32,0.0,4.125498279958376,0.0
-3.3,0.0,4.125498279958376,0.0
-3.28,0.0,4.125498279958376,0.0
-3.26,0.0,4.125498279958376,0.0
-3.2399999999999998,0.0,4.125498279958376,0.0
-3.2199999999999998,0.0,4.125498279958376,0.0
-3.1999999999999997,0.0,4.125498279958376,0.0
-3.18,0.0,4.125498279958376,0.0
-3.16,0.0,4.125498279958376,0.0
-3.14,0.0,4.125498279958376,0.0
-3.12,0.0,4.125498279958376,0.0
-3.1,0.0,4.125498279958376,0.0
-3.08,0.0,4.125498279958376,0.0
-3.06,0.0,4.125498279958376,0.0
-3.04,0.0,4.125498279958376,0.0
-3.02,0.0,4.125498279958376,0.0
-3.0,0.0,4.125498279958376,0.0
-2.98,0.0,4.125498279958376,0.0
-2.96,0.0,4.125498279958376,0.0
-2.94,0.0,4.125498279958376,0.0
-2.92,0.0,4.125498279958376,0.0
-2.9,0.0,4.125498279958376,0.0
-2.88,0.0,4.125498279958376,0.0
-2.86,0.0,4.125498279958376,0.0
-2.84,0.0,4.125498279958376,0.0
-2.82,0.0,4.125498279958376,0.0
-2.8,0.0,4.125498279958376,0.0
-2.78,0.0,4.125498279958376,0.0
-2.76,0.0,4.125498279958376,0.0
-2.7399999999999998,0.0,4.125498279958376,0.0
-2.7199999999999998,0.0,4.125498279958376,0.0
-2.6999999999999997,0.0,4.125498279958376,0.0
-2.6799999999999997,0.0,4.125498279958376,0.0
-2.66,0.0,4.125498279958376,0.0
-2.64,0.0,4.125498279958376,0.0
-2.62,0.0,4.125498279958376,0.0
-2.6,0.0,4.125498279958376,0.0
-2.58,0.0,4.125498279958376,0.0
-2.56,0.0,4.125498279958376,0.0
-2.54,0.0,4.125498279958376,0.0
-2.52,0.0,4.125498279958376,0.0
-2.5,0.0,4.125498279958376,0.0
-2.48,0.0,4.125498279958376,0.0
-2.46,0.0,4.125498279958376,0.0
-2.44,0.0,4.125498279958376,0.0
-2.42,0.0,4.125498279958376,0.0
-2.4,0.0,4.125498279958376,0.0
-2.38,0.0,4.125498279958376,0.0
-2.36,0.0,4.125498279958376,0.0
-2.34,0.0,4.125498279958376,0.0
-2.32,0.0,4.125498279958376,0.0
-2.3,0.0,4.125498279958376,0.0
-2.28,0.0,4.125498279958376,0.0
-2.26,0.0,4.125498279958376,0.0
-2.2399999999999998,0.0,4.125498279958376,0.0
-2.2199999999999998,0.0,4.125498279958376,0.0
-2.1999999999999997,0.0,4.125498279958376,0.0
-2.1799999999999997,0.0,4.125498279958376,0.0
-2.16,0.0,4.125498279958376,0.0
-2.14,0.0,4.125498279958376,0.0
-2.12,0.0,4.125498279958376,0.0
-2.1,0.0,4.125498279958376,0.0
-2.08,0.0,4.125498279958376,0.0
-2.06,0.0,4.125498279958376,0.0
-2.04,0.0,4.125498279958376,0.0
-2.02,0.0,4.125498279958376,0.0
-2.0,0.0,4.125498279958376,0.0
-1.9799999999999995,0.0,4.125498279958376,0.0
-1.96,0.0,4.125498279958376,0.0
-1.9399999999999995,0.0,4.125498279958376,0.0
-1.92,0.0,4.125498279958376,0.0
-1.9000000000000004,0.0,4.125498279958376,0.0
-1.88,0.0,4.125498279958376,0.0
-1.8600000000000003,0.0,4.125498279958376,0.0
-1.8399999999999999,0.0,4.125498279958376,0.0
-1.8200000000000003,0.0,4.125498279958376,0.0
-1.7999999999999998,0.0,4.125498279958376,0.0
-1.7800000000000002,0.0,4.125498279958376,0.0
-1.7599999999999998,0.0,4.125498279958376,0.0
-1.7400000000000002,0.0,4.125498279958376,0.0
-1.7199999999999998,0.0,4.125498279958376,0.0
-1.7000000000000002,0.0,4.125498279958376,0.0
-1.6799999999999997,0.0,4.125498279958376,0.0
-1.6600000000000001,0.0,4.125498279958376,0.0
-1.6399999999999997,0.0,4.125498279958376,0.0
-1.62,0.0,4.125498279958376,0.0
-1.5999999999999996,0.0,4.125498279958376,0.0
-1.58,0.0,4.125498279958376,0.0
-1.5599999999999996,0.0,4.125498279958376,0.0
-1.54,0.0,4.125498279958376,0.0
-1.5199999999999996,0.0,4.125498279958376,0.0
-1.5,0.0,4.125498279958376,0.0
-1.4799999999999995,0.0,4.125498279958376,0.0
-1.46,0.0,4.125498279958376,0.0
-1.4399999999999995,0.0,4.125498279958376,0.0
-1.42,0.0,4.125498279958376,0.0
-1.3999999999999995,0.0,4.125498279958376,0.0
-1.38,0.0,4.125498279958376,0.0
-1.3600000000000003,0.0,4.125498279958376,0.0
-1.3399999999999999,0.0,4.125498279958376,0.0
-1.3200000000000003,0.0,4.125498279958376,0.0
-1.2999999999999998,0.0,4.125498279958376,0.0
-1.2800000000000002,0.0,4.125498279958376,0.0
-1.2599999999999998,0.0,4.125498279958376,0.0
-1.2400000000000002,0.0,4.125498279958376,0.0
-1.2199999999999998,0.0,4.125498279958376,0.0
-1.2000000000000002,0.0,4.125498279958376,0.0
-1.1799999999999997,0.0,4.125498279958376,0.0
-1.1600000000000001,0.0,4.125498279958376,0.0
-1.1399999999999997,0.0,4.125498279958376,0.0
-1.12,0.0,4.125498279958376,0.0
-1.0999999999999996,0.0,4.125498279958376,0.0
-1.08,0.0,4.125498279958376,0.0
-1.0599999999999996,0.0,4.125498279958376,0.0
-1.04,0.0,4.125498279958376,0.0
-1.0199999999999996,1.4929248889034486e-31,4.125498279958376,0.0
-1.0,9.099685413838681e-31,4.125498279958376,0.0
-0.9799999999999995,4.595297677440791e-30,4.125498279958376,0.0
-0.96,2.1721963184477592e-29,4.125498279958376,0.0
-0.9399999999999995,9.818183598260716e-29,4.125498279958376,0.0
-0.9199999999999999,4.261805955752398e-28,4.125498279958376,0.0
-0.8999999999999995,1.778286251292833e-27,4.125498279958376,0.0
-0.8799999999999999,7.134459404158327e-27,4.125498279958376,0.0
-0.8600000000000003,2.7523982968199776e-26,4.125498279958376,0.0
-0.8399999999999999,1.0211226524439616e-25,4.125498279958376,0.0
-0.8200000000000003,4.762314564839473e-19,4.125498279958376,0.0
-0.7999999999999998,2.9897559261674387e-18,4.125498279958376,0.0
-0.7800000000000002,1.528980145546424e-17,4.125498279958376,0.0
-0.7599999999999998,7.269729130802401e-17,4.125498279958376,0.0
-0.7400000000000002,3.2977012972917903e-16,4.125498279958376,0.0
-0.7199999999999998,1.4357520597786868e-15,4.125498279958376,0.0
-0.7000000000000002,6.0085500382254726e-15,4.125498279958374,0.0
-0.6799999999999997,2.4180316887502715e-14,4.125498279958368,0.0
-0.6600000000000001,9.358843009547913e-14,4.125498279958344,0.0
-0.6399999999999997,3.4840845192952726e-13,4.125498279958251,0.0
-0.6200000000000001,1.2476557848663671e-12,4.1254982799579025,0.0
-0.5999999999999996,4.298078947239209e-12,4.125498279956655,0.0
-0.5800000000000001,1.424504753967418e-11,4.125498279952357,0.0
-0.5599999999999996,4.542584304765742e-11,4.125498279938112,0.0
-0.54,1.3939112278192335e-10,4.125498279892686,0.0
-0.5199999999999996,4.1163092299717554e-10,4.1254982797532955,0.0
-0.5,1.1699685242510363e-09,4.125498279341665,0.0
-0.47999999999999954,3.201044121024524e-09,4.125498278171697,0.0
-0.45999999999999996,8.431882834882989e-09,4.125498274970653,0.0
-0.4399999999999995,2.138670836486989e-08,4.12549826653877,0.0
-0.41999999999999993,5.22430746262948e-08,4.125498245152062,0.0
-0.39999999999999947,1.229325049813478e-07,4.125498192908987,0.0
-0.3799999999999999,2.7871214973565203e-07,4.125498069976482,0.0
-0.3600000000000003,6.089837288647622e-07,4.1254977912643325,0.0
-0.33999999999999986,1.2827400136858352e-06,4.125497182280603,0.0
-0.3200000000000003,2.6055068454700982e-06,4.1254958995405895,0.0
-0.2999999999999998,5.105295139678296e-06,4.125493294033744,0.0
-0.28000000000000025,9.65380020535634e-06,4.125488188738604,0.0
-0.2599999999999998,1.762464163230498e-05,4.125478534938399,0.0
-0.2400000000000002,3.108189198031804e-05,4.125460910296766,0.0
-0.21999999999999975,5.2979584476308046e-05,4.125429828404786,0.0
-0.20000000000000018,8.733816749995981e-05,4.12537684882031,0.0
-0.17999999999999972,0.0001393509563696244,4.12528951065281,0.0
-0.16000000000000014,0.00021536812539621112,4.125150159696441,0.0
-0.13999999999999968,0.00032271332506857413,4.124934791571045,0.0
-0.1200000000000001,0.00046931179294049824,4.124612078245976,0.0
-0.09999999999999964,0.0006631471029251103,4.124142766453035,0.0
-0.08000000000000007,0.00091160856867588,4.12347961935011,0.0
-0.05999999999999961,0.0012208299538838101,4.122568010781435,0.0
-0.040000000000000036,0.0015951386545688885,4.121347180827551,0.0
-0.019999999999999574,0.0020367233412024316,4.1197520421729825,0.0
0.0,0.0025455866051382215,4.11771531883178,0.0
0.020000000000000462,0.0031197874140167295,4.115169732226642,0.00032646339212755176
0.040000000000000036,0.0037559139025960127,4.112049944812625,0.0006539468710365551
0.0600000000000005,0.004449679476293534,4.108294030910029,0.0009826626624780902
0.08000000000000007,0.0051965179711998995,4.103844351433736,0.001312844392890843
0.10000000000000053,0.005992069687877324,4.098647833462536,0.0016447463844122148
0.1200000000000001,0.006832491391565061,4.092655763774658,0.001978643126169085
0.14000000000000057,0.007714574564807259,4.085823272383093,0.0023148290259606004
0.16000000000000014,0.008635701149805119,4.078108697818286,0.0026536184867137743
0.17999999999999972,0.009593693454936748,4.069472996668481,0.0029953463011139977
0.20000000000000018,0.010586621370884878,4.0598793032135445,0.0033403683239573547
0.21999999999999975,0.011612619342844927,4.04929268184266,0.0036890623671702637
0.2400000000000002,0.01266974562360074,4.037680062499815,0.004041829264054214
0.2599999999999998,0.013755895499033959,4.025010316876214,0.004399094061244785
0.28000000000000025,0.014868764288571736,4.01125442137718,0.004761307312831232
0.2999999999999998,0.016005847315818847,3.996385657088609,0.005128946466141694
0.3200000000000003,0.017164462062135715,3.9803798097727903,0.005502517340079375
0.33999999999999986,0.018341780064880867,3.9632153477106544,0.0058825557038157
0.3600000000000003,0.01953486025471673,3.9448735676457733,0.006269628966699566
0.3799999999999999,0.020740679436007596,3.925338707391057,0.006664337990622096
0.40000000000000036,0.021956158528183327,3.9045980279550494,0.007067319035009581
0.41999999999999993,0.023178184818317796,3.882641869426866,0.007479245843020649
0.4400000000000004,0.024403631094996967,3.8594636846085484,0.00790083187593932
0.45999999999999996,0.025629372550291525,3.8350600535135513,0.008332832701396398
0.4800000000000004,0.026852302102824344,3.80943068096326,0.008776048539936568
0.5,0.028069344531589012,3.7825783788604355,0.009231326973494155
0.5200000000000005,0.029277469614883284,3.7545090343288465,0.009699565818452544
0.54,0.030473704357934887,3.725231564713963,0.01018171616505379
0.5600000000000005,0.031655144345517375,3.6947578603560283,0.010678785583944906
0.5800000000000001,0.03281896424331898,3.6631027160105107,0.011191841499557036
0.6000000000000005,0.033962427471897844,3.630283751767192,0.01172201472879873
0.6200000000000001,0.035082895077604835,3.5963213242952943,0.01227050318218652
0.6400000000000006,0.03617783382183967,3.5612384292176893,0.012838575723029592
0.6600000000000001,0.03724482350394062,3.52506059539585,0.013427576178614595
0.6799999999999997,0.0382815635261054,3.4878157718919094,0.014038927495496926
0.7000000000000002,0.0392858787030895,3.449534208365804,0.014674136028981856
0.7199999999999998,0.04025572431630518,3.4102483296627146,0.015334795954670716
0.7400000000000002,0.04118919041171859,3.3699926053464093,0.016022593787548094
0.7599999999999998,0.04208450534330451,3.328803414934691,0.0167393129914963
0.7800000000000002,0.04294003856810835,3.2867189095913862,0.01748683865935273
0.7999999999999998,0.043754302704397244,3.2437788710232778,0.018267162240679452
0.8200000000000003,0.04452595487024999,3.2000245683188804,0.01908238629131632
0.8399999999999999,0.04525379732565747,3.1554986134486303,0.019934729215554104
0.8600000000000003,0.04593677744639701,3.110244816122973,0.020826529968429642
0.8799999999999999,0.04657398706234747,3.064308038676576,0.021760252682237257
0.9000000000000004,0.04716466119643463,3.017734051614229,0.02273849117791997
0.9199999999999999,0.04770817624300541,2.9705693904177943,0.023763973318588812
0.9400000000000004,0.04820404762618695,2.9228612141747887,0.024839565159082293
0.96,0.048651926979770194,2.8746571665486016,0.025968274842270392
0.9800000000000004,0.049051598890477555,2.8260052395688313,0.027153256189803927
1.0,0.04940297724624065,2.7769536406783537,0.028397811932269628
1.0200000000000005,0.049706101230432495,2.727550663432113,0.029705396521318952
1.04,0.049961131001968084,2.6778445622016807,0.031079618464358947
1.0600000000000005,0.05016834309989318,2.6278834311997126,0.03252424212091731
1.08,0.05032812560959349,2.5777150880998194,0.03404318889888546
1.1000000000000005,0.05044097312613892,2.527386962490226,0.03564053778859409
1.12,0.05050748154857475,2.4769459893640873,0.03732052517314298
1.1400000000000006,0.05052834273722076,2.4264385078155124,0.0390875438546742
1.1600000000000001,0.05050433906427475,2.3759101650782917,0.040946141238389085
1.1799999999999997,0.050436337886251834,2.325405826014017,0.04290101661913174
1.2000000000000002,0.050325285965050814,2.2749694881277653,0.044957017519317265
1.2199999999999998,0.050172203862727305,2.2246442021627146,0.04711913503191147
1.2400000000000002,0.0499781803333843,2.174471998299987,0.049392498128071415
1.2599999999999998,0.04974436673396577,2.124493817966603,0.051782366895923485
1.2800000000000002,0.04947197147416356,2.074749451232637,0.054294124684774576
1.2999999999999998,0.04916225452412452,2.025277479758474,0.05693326913775585
1.3200000000000003,0.0488165219971704,1.9761152252343495,0.0597054021054467
1.3399999999999999,0.04843612082332582,1.9272987032371791,0.06261621844330646
1.3600000000000003,0.048022433528079014,1.8788625824138532,0.06567149370667491
1.38,0.04757687312948679,1.8308401488857742,0.0688770707685361
1.4000000000000004,0.047100878165467666,1.7832632757562874,0.07223884539706191
1.42,0.046595907861914906,1.7361623975908198,0.07576275084197207
1.4400000000000004,0.04606343745109381,1.6895664897289049,0.0794547414908291
1.46,0.045504953648673505,1.6435030522778111,0.08332077566831458
1.4800000000000004,0.04492195029667463,1.5979980986291376,0.08736679766315592
1.5,0.04431592417859353,1.5530761483324629,0.09159871907846198
1.5200000000000005,0.04368837101199004,1.5087602241538693,0.09602239961163406
1.54,0.04304078162289879,1.4650718531418794,0.1006436273795164
1.5600000000000005,0.04237463830554003,1.4220310715189806,0.10546809891291184
1.58,0.04169141136997083,1.3796564332134404,0.11050139895180035
1.6000000000000005,0.04099255587952076,1.3379650218434695,0.11574898017847045
1.62,0.04027950857910944,1.2969724659639488,0.12121614303012695
1.6400000000000006,0.03955368501483199,1.2566929573848393,0.12690801573532978
1.6600000000000001,0.03881647684453639,1.2171392723700074,0.13282953471971615
1.6799999999999997,0.03806924933848771,1.178322795525471,0.13898542552587587
1.7000000000000002,0.037313339068633725,1.1402535461869832,0.1453801843899124
1.7199999999999998,0.03655005178443728,1.1029402071183494,0.1520180606131954
1.7400000000000002,0.03578066047273622,1.0663901553339121,0.15890303986210852
1.7599999999999998,0.035006403598621366,1.030609494861176,0.16603882852128818
1.7800000000000002,0.034228483523889484,0.9956030912625545,0.17342883921707458
1.7999999999999998,0.03344806509923202,0.961374607738665,0.1810761776177188
1.8200000000000003,0.032666274425956314,0.927926542639433,0.18898363060553255
1.8399999999999999,0.03188419778270824,0.8952602682134767,0.19715365590372003
1.8600000000000003,0.031102880712366547,0.8633760704307685,0.20558837322735873
1.88,0.030323327264017222,0.8322731897184019,0.2142895570140116
1.9000000000000004,0.0295464993846786,0.8019498624543847,0.22325863077504587
1.92,0.02877331645524605,0.7724033630697061,0.2324966630940223
1.9400000000000004,0.028004654964946217,0.7436300466144601,0.2420043652838012
1.96,0.027241348318444894,0.7156253916495139,0.25178209069939667
1.9800000000000004,0.02648418676962727,0.688384043331069,0.26182983568938756
2.0,0.025733917475975757,0.6618998565614417,0.2721472421549463
2.0199999999999996,0.02499124466739513,0.6361659390854659,0.2827336016725433
2.040000000000001,0.02425682992328858,0.6111746944180708,0.29358786112417645
2.0600000000000005,0.023531292551660067,0.5869178644947822,0.30470862976777324
2.08,0.02281521006401261,0.5633865719431221,0.31609418767029557
2.0999999999999996,0.02210911873982932,0.5405713618791095,0.32774249541708966
2.120000000000001,0.021413514274455987,0.5184622431392801,0.33965120500333756
2.1400000000000006,0.020728852504257773,0.49704872886482415,0.3518176718069997
2.16,0.020055550202990793,0.4763198763605664,0.3642389675375301
2.1799999999999997,0.01939398594341695,0.4562643261575756,0.3769118940507733
2.1999999999999993,0.01874450101828913,0.43687034021415866,0.38983299791793785
2.2200000000000006,0.018107400414949314,0.41812583919586954,0.40299858563521757
2.24,0.017482953837910306,0.40001843878092025,0.4164047393605196
2.26,0.016871396773929785,0.38253548494300993,0.43004733306479886
2.2799999999999994,0.01627293159423804,0.36566408816908014,0.4439220489875214
2.3000000000000007,0.015687728688739033,0.3493911565748421,0.4580243942888416
2.3200000000000003,0.01511592762717507,0.3337034278861031,0.4723497177949302
2.34,0.014557638342421509,0.318587500258928,0.48689322673756696
2.3599999999999994,0.01401294233126317,0.3040298619165065,0.5016500033943664
2.380000000000001,0.013481893868193035,0.29001691958524334,0.5166150215418964
2.4000000000000004,0.012964521227969782,0.2765350257170503,0.531783162640207
2.42,0.012460827912868903,0.26357050448908054,0.5471492316739525
2.4399999999999995,0.01197079388076618,0.25110967657621164,0.5627079725821172
2.460000000000001,0.01149437677039536,0.23913888269544545,0.5784540832154188
2.4800000000000004,0.011031513120329838,0.2276445059250501,0.594382229767503
2.5,0.010582119578443672,0.21661299280472024,0.610487060633135
2.5199999999999996,0.010146094098816252,0.20603087322627656,0.6267632196534957
2.540000000000001,0.009723317123249482,0.1958847791274603,0.6432053587155322
2.5600000000000005,0.009313652744772721,0.18616146200421083,0.6598081496788372
2.58,0.008916949850712171,0.1768478092594381,0.6765662956098699
2.5999999999999996,0.008533043243103012,0.16793085940872593,0.6934745413092545
2.620000000000001,0.00816175473441792,0.15939781616562293,0.7105276831235754
2.6400000000000006,0.007802894216779667,0.15123606143120502,0.7277205780383043
2.66,0.007456260703012989,0.14343316721442537,0.7450481520533905
2.6799999999999997,0.007121643338076102,0.13597690651141237,0.7625054078474469
2.700000000000001,0.006798822379589329,0.12885526317333626,0.7800874317405526
2.7200000000000006,0.0064875701463525115,0.12205644079374692,0.7977893999692711
2.74,0.006187651933908814,0.1155688706473944,0.8156065842907374
2.76,0.00589882689637459,0.10938121871348559,0.8335343569354119
2.7799999999999994,0.005620848893908133,0.103482391817111,0.8515681949305706
2.8000000000000007,0.005353467305338603,0.09786154292320286,0.869703683818604
2.8200000000000003,0.005096427805616918,0.09250807561786425,0.8879365207958743
2.84,0.00484947310788394,0.08741164781224733,0.90626251729925
2.8599999999999994,0.0046123436700785695,0.08256217470436339,0.9246776010684022
2.880000000000001,0.004384778366127183,0.07794983103428482,0.9431778177127274
2.9000000000000004,0.004166515121868566,0.07356505266815763,0.9617593318121688
2.92,0.003957291515973099,0.06939853754628907,0.9804184275814593
2.9399999999999995,0.003756845346213355,0.06544124603031597,0.9991515091272237
2.960000000000001,0.003564915161533325,0.06168440068410261,1.017955100327218
2.9800000000000004,0.003381240760447607,0.058119485522569285,1.0368258443605294
3.0,0.0032055636563779466,0.05473824476212168,1.0557605029170483
3.0199999999999996,0.0030376275106050684,0.05153268110574373,1.0747559551137658
3.040000000000001,0.002877178533575992,0.048495053595138664,1.0938091961446947
3.0600000000000005,0.0027239658553642743,0.045617875061562674,1.1129173356902535
3.08,0.0025777418661301586,0.0428939092061984,1.132077596111008
3.0999999999999996,0.002438262527472363,0.040316167340068244,1.1512873104495485
3.120000000000001,0.0023052876556006532,0.03787790481259588,1.1705439202632322
3.1400000000000006,0.002178581177291243,0.03557261715699523,1.1898449733093417
3.16,0.002057911359613509,0.03339403597970399,1.2091881211030826
3.1799999999999997,0.00194305101443861,0.03133612462009048,1.2285711163676174
3.200000000000001,0.0018337776787568226,0.029393073605651868,1.2479918103942136
3.2200000000000006,0.0017298737718426287,0.027559295926895044,1.2674481503293669
3.24,0.0016311267303136979,0.025829422155052417,1.2869381764046548
3.26,0.001537329122133496,0.024198295424738718,1.3064600191238835
3.2799999999999994,0.0014482787406060933,0.022660966302605223,1.3260118964210428
3.3000000000000007,0.0013637786794075363,0.02121268756199913,1.3455921108014766
3.3200000000000003,0.001283637389690171,0.019848908882591592,1.365199046477644
3.34,0.00120766872028511,0.018565271492901422,1.3848311665098751
3.3599999999999994,0.0011356919420142538,0.01735760277261631,1.4044870099615145
3.380000000000001,0.0010675317571063434,0.01622191083060206,1.4241651890769933
3.4000000000000004,0.0010030182946925681,0.015154379073495716,1.4438643864904523
3.42,0.0009419870933357833,0.014151360778803147,1.463583352471768
3.4399999999999995,0.0008842790715242888,0.013209373685467363,1.4833209022159903
3.460000000000001,0.0008297404870359478,0.012325094613943075,1.5030759131815348
3.4800000000000004,0.000778222886051975,0.011495354126907128,1.5228473224817378
3.5,0.0007295830428717968,0.010717131240855153,1.5426341243337889
3.5199999999999996,0.000683682891051558,0.009987548197983356,1.5624353675683973
3.540000000000001,0.0006403894467588082,0.009303865306931797,1.5822501532030546
3.5600000000000005,0.0005995747251054258,0.008663475860172989,1.602077632081196
3.58,0.0005611156501895072,0.008063901135067563,1.6219170025791365
3.5999999999999996,0.0005248939595455278,0.007502785484878056,1.6417675083821581
3.620000000000001,0.0004907961036700733,0.006977891525332528,1.6616284363307927
3.6400000000000006,0.0004587131412586175,0.006487095421662455,1.6814991143379276
3.66,0.00042854063075678354,0.006028382280403838,1.7013789093770815
3.6799999999999997,0.0004001785187978748,0.005599841649647054,1.7212672255418346
3.700000000000001,0.00037353102606682163,0.00519966313084918,1.741163502176192
3.7200000000000006,0.00034850653109963877,0.0048261321047823585,1.7610672120753648
3.74,0.0003250174524967145,0.00447762557368272,1.7809778597562915
3.76,0.0003029801299982201,0.004152608121186006,1.8008949797969631
3.7799999999999994,0.0002823147048403153,0.003849627991187786,1.8208181352435115
3.8000000000000007,0.00026294499978208555,0.0035673132863474704,1.8407469160838394
3.8200000000000003,0.00024479839916506337,0.003304368286565385,1.8606809377864384
3.84,0.0002278057293399332,0.0030595698874003215,1.8806198399029734
3.8599999999999994,0.00021190113976867452,0.002831764158060388,1.9005632847330558
